order_id,product_id,quantity,price,total_price
22,62dbf9762dd27153fa116552,1,255,255
22,62dbf9762dd27153fa116553,1,273,273
23,62dbf9762dd27153fa116549,1,681,681
23,62dbf9762dd27153fa11653c,3,683,2049
23,62dbf9762dd27153fa116546,2,651,1302
23,62dbf9762dd27153fa116542,4,1882,7528
23,62dbf9762dd27153fa11655e,1,327,327
24,62dbf9762dd27153fa1165cf,2,940,1880
24,63019af0cfbe57f02aa468ff,1,1054,1054
24,62dbf9762dd27153fa1165cb,2,414,828
25,62dbf9762dd27153fa116547,4,1552,6208
25,62dbf9762dd27153fa116550,2,1287,2574
25,62dbf9762dd27153fa11658c,3,371,1113
25,62dbf9762dd27153fa1165be,1,701,701
26,62dbf9762dd27153fa1165b1,2,214,428
26,62dbf9762dd27153fa116565,4,131,524
26,62dbf9762dd27153fa116556,2,717,1434
26,62dbf9762dd27153fa1165bf,5,305,1525
27,62dbf9762dd27153fa1165c9,4,882,3528
27,63019af0cfbe57f02aa468f4,4,1528,6112
27,62dbf9762dd27153fa1165dc,1,1248,1248
27,62dbf9762dd27153fa116564,2,784,1568
28,62dbf9762dd27153fa116596,3,577,1731
29,62dbf9762dd27153fa11654e,4,446,1784
30,62dbf9762dd27153fa1165b8,1,137,137
31,62dbf9762dd27153fa11658f,2,1169,2338
31,62dbf9762dd27153fa1165a5,4,174,696
31,62dbf9762dd27153fa11654f,1,644,644
31,62dbf9762dd27153fa1165db,5,661,3305
31,62dbf9762dd27153fa1165a7,1,1058,1058
32,62dbf9762dd27153fa1165b7,5,214,1070
32,62fe9e991045919477a1bcc2,5,1560,7800
32,62dbf9762dd27153fa1165b5,5,796,3980
32,63019af0cfbe57f02aa468fa,2,381,762
33,62dbf9762dd27153fa1165b7,1,214,214
34,62dbf9762dd27153fa1165d9,3,101,303
34,62dbf9762dd27153fa1165bd,2,575,1150
34,62dbf9762dd27153fa116583,1,176,176
34,62dbf9762dd27153fa116555,4,256,1024
34,62dbf9762dd27153fa1165de,4,497,1988
35,62dbf9762dd27153fa11655a,4,912,3648
36,62dbf9762dd27153fa116537,1,578,578
36,62dbf9762dd27153fa1165e8,3,726,2178
36,62dbf9762dd27153fa1165c8,4,624,2496
37,62dbf9762dd27153fa1165ea,5,436,2180
38,62dbf9762dd27153fa1165eb,3,1081,3243
39,63019af0cfbe57f02aa468f0,5,1148,5740
39,62dbf9762dd27153fa1165ec,2,889,1778
39,62dbf9762dd27153fa116599,1,491,491
40,62dbf9762dd27153fa11655c,4,1907,7628
41,62dbf9762dd27153fa1165e4,1,842,842
41,62dbf9762dd27153fa11658a,2,1009,2018
42,62fe9e991045919477a1bcce,5,694,3470
42,62dbf9762dd27153fa1165a6,3,784,2352
43,62dbf9762dd27153fa1165c7,2,433,866
44,62fe9e991045919477a1bcc8,4,1572,6288
45,62fe9e991045919477a1bcc2,5,1560,7800
45,62dbf9762dd27153fa116582,1,1592,1592
45,62dbf9762dd27153fa1165b3,2,1432,2864
46,62fe9e991045919477a1bccd,4,897,3588
46,62dbf9762dd27153fa1165d9,3,101,303
46,62dbf9762dd27153fa1165e0,5,1609,8045
46,62dbf9762dd27153fa1165be,1,701,701
47,62dbf9762dd27153fa1165ca,1,1406,1406
47,62dbf9762dd27153fa11654c,1,346,346
47,62dbf9762dd27153fa1165e2,3,436,1308
47,63019af0cfbe57f02aa468fd,2,1583,3166
48,62dbf9762dd27153fa11659e,1,628,628
48,62dbf9762dd27153fa11655c,2,1907,3814
49,62dbf9762dd27153fa1165f2,3,1590,4770
49,62dbf9762dd27153fa1165c5,2,1581,3162
50,62dbf9762dd27153fa11653f,2,614,1228
50,63019af0cfbe57f02aa468ff,1,1054,1054
50,62dbf9762dd27153fa1165b2,2,403,806
50,62fe9e991045919477a1bcc8,1,1572,1572
51,62dbf9762dd27153fa1165a7,3,1058,3174
51,62dbf9762dd27153fa116538,2,1185,2370
51,62dbf9762dd27153fa1165f1,4,737,2948
51,62dbf9762dd27153fa1165eb,1,1081,1081
52,62dbf9762dd27153fa1165ba,2,1968,3936
52,63019af0cfbe57f02aa468f5,2,698,1396
52,62dbf9762dd27153fa1165ee,1,993,993
52,63019af0cfbe57f02aa468fb,4,275,1100
53,62dbf9762dd27153fa1165ba,4,1968,7872
53,62dbf9762dd27153fa1165c4,5,829,4145
53,62dbf9762dd27153fa1165c6,4,419,1676
54,62dbf9762dd27153fa1165ab,1,174,174
54,62dbf9762dd27153fa116536,1,383,383
54,62dbf9762dd27153fa1165af,1,1038,1038
54,62dbf9762dd27153fa116540,5,621,3105
54,62dbf9762dd27153fa116540,2,621,1242
55,62dbf9762dd27153fa11656a,5,505,2525
56,62dbf9762dd27153fa1165df,2,774,1548
56,62dbf9762dd27153fa116561,4,808,3232
56,62dbf9762dd27153fa1165e5,3,329,987
57,63019af0cfbe57f02aa468fb,2,275,550
57,62dbf9762dd27153fa116581,5,78,390
57,62dbf9762dd27153fa1165a5,2,174,348
58,62dbf9762dd27153fa116569,1,2002,2002
58,62dbf9762dd27153fa1165ab,2,174,348
58,62dbf9762dd27153fa1165e0,5,1609,8045
58,62dbf9762dd27153fa116593,5,593,2965
58,62dbf9762dd27153fa1165b5,4,796,3184
59,62dbf9762dd27153fa11655d,3,365,1095
59,62dbf9762dd27153fa1165cd,5,1525,7625
60,62dbf9762dd27153fa1165af,3,1038,3114
61,62fe9e991045919477a1bccc,4,848,3392
62,62dbf9762dd27153fa11656a,1,505,505
62,62dbf9762dd27153fa1165ab,4,174,696
62,62fe9e991045919477a1bcc8,3,1572,4716
62,62dbf9762dd27153fa1165b6,2,998,1996
62,62dbf9762dd27153fa1165cb,5,414,2070
63,62dbf9762dd27153fa1165b9,3,525,1575
63,62dbf9762dd27153fa1165d2,4,464,1856
63,62dbf9762dd27153fa1165af,1,1038,1038
64,62dbf9762dd27153fa1165e5,3,329,987
64,62dbf9762dd27153fa1165ee,5,993,4965
65,62dbf9762dd27153fa1165ab,4,174,696
65,62dbf9762dd27153fa116555,2,256,512
65,62dbf9762dd27153fa11655c,5,1907,9535
65,62dbf9762dd27153fa116583,1,176,176
66,62dbf9762dd27153fa116549,1,681,681
66,62dbf9762dd27153fa116561,1,808,808
66,62dbf9762dd27153fa1165e5,3,329,987
67,62dbf9762dd27153fa1165a4,3,131,393
67,62dbf9762dd27153fa116541,3,1258,3774
68,62dbf9762dd27153fa11654e,2,446,892
68,63019af0cfbe57f02aa468f0,3,1148,3444
68,62fe9e991045919477a1bcc8,5,1572,7860
69,62dbf9762dd27153fa116593,1,593,593
70,62dbf9762dd27153fa116599,5,491,2455
70,62dbf9762dd27153fa11655a,4,912,3648
70,62dbf9762dd27153fa116551,3,1236,3708
70,62dbf9762dd27153fa116563,1,925,925
71,63019af0cfbe57f02aa468f6,1,1057,1057
71,63019af0cfbe57f02aa468fb,5,275,1375
71,62dbf9762dd27153fa11654b,3,1417,4251
71,62dbf9762dd27153fa1165ad,4,359,1436
72,62dbf9762dd27153fa1165e9,1,980,980
72,62dbf9762dd27153fa1165bc,4,146,584
73,62dbf9762dd27153fa116568,3,599,1797
73,63019af0cfbe57f02aa468f7,4,1137,4548
73,62fe9e991045919477a1bcc3,2,1860,3720
74,62dbf9762dd27153fa1165d6,5,1145,5725
74,62dbf9762dd27153fa116583,5,176,880
74,62dbf9762dd27153fa116550,1,1287,1287
74,62dbf9762dd27153fa1165ae,4,1321,5284
75,62dbf9762dd27153fa116540,3,621,1863
75,62dbf9762dd27153fa116598,5,885,4425
75,62dbf9762dd27153fa1165cc,5,1935,9675
75,62dbf9762dd27153fa1165e9,1,980,980
75,62dbf9762dd27153fa1165ed,2,1484,2968
76,62dbf9762dd27153fa11658e,1,406,406
76,62dbf9762dd27153fa1165e2,2,436,872
76,62dbf9762dd27153fa1165db,4,661,2644
76,62dbf9762dd27153fa11656b,1,1367,1367
76,62dbf9762dd27153fa11656b,2,1367,2734
77,62fe9e991045919477a1bcc7,2,1283,2566
77,62dbf9762dd27153fa116598,2,885,1770
77,62dbf9762dd27153fa1165ca,4,1406,5624
77,62dbf9762dd27153fa116543,2,1593,3186
77,62dbf9762dd27153fa116560,5,910,4550
78,62dbf9762dd27153fa1165b1,5,214,1070
78,62dbf9762dd27153fa116599,3,491,1473
78,62dbf9762dd27153fa1165c7,2,433,866
79,62dbf9762dd27153fa11654e,4,446,1784
79,63019af0cfbe57f02aa468ff,4,1054,4216
79,62dbf9762dd27153fa1165c1,4,1405,5620
79,62dbf9762dd27153fa1165d6,4,1145,4580
80,62dbf9762dd27153fa1165d4,1,800,800
80,62dbf9762dd27153fa116568,5,599,2995
81,62dbf9762dd27153fa116537,1,578,578
82,62dbf9762dd27153fa116597,4,823,3292
82,62dbf9762dd27153fa1165b1,3,214,642
82,63019af0cfbe57f02aa468f2,2,610,1220
82,62dbf9762dd27153fa1165c7,3,433,1299
82,62dbf9762dd27153fa1165b6,3,998,2994
83,62dbf9762dd27153fa11655c,5,1907,9535
83,62dbf9762dd27153fa1165d1,4,637,2548
83,62dbf9762dd27153fa116587,5,496,2480
83,62dbf9762dd27153fa116599,3,491,1473
83,62dbf9762dd27153fa1165c5,1,1581,1581
84,62dbf9762dd27153fa1165dc,4,1248,4992
84,62fe9e991045919477a1bcca,2,911,1822
84,62dbf9762dd27153fa116539,4,1963,7852
84,63019af0cfbe57f02aa468fd,1,1583,1583
85,62dbf9762dd27153fa11653d,4,490,1960
85,62dbf9762dd27153fa1165b2,5,403,2015
85,62dbf9762dd27153fa1165e3,4,905,3620
85,62dbf9762dd27153fa1165a0,3,786,2358
85,63019af0cfbe57f02aa468fe,4,954,3816
86,62dbf9762dd27153fa1165d8,2,179,358
86,62dbf9762dd27153fa1165aa,5,361,1805
86,62dbf9762dd27153fa1165e1,3,345,1035
87,63019af0cfbe57f02aa468f3,1,1019,1019
87,62dbf9762dd27153fa11653a,5,670,3350
87,62dbf9762dd27153fa1165c8,2,624,1248
87,62dbf9762dd27153fa1165dd,3,557,1671
87,62dbf9762dd27153fa1165a7,4,1058,4232
88,62dbf9762dd27153fa116551,3,1236,3708
88,62dbf9762dd27153fa116564,3,784,2352
89,62dbf9762dd27153fa1165c7,4,433,1732
89,62dbf9762dd27153fa11657f,4,2069,8276
89,62fe9e991045919477a1bcc6,3,1057,3171
89,62dbf9762dd27153fa1165a5,4,174,696
89,63019af0cfbe57f02aa468f5,5,698,3490
90,62dbf9762dd27153fa116589,4,623,2492
90,62dbf9762dd27153fa1165c9,2,882,1764
90,62dbf9762dd27153fa1165a6,1,784,784
91,62dbf9762dd27153fa1165b2,5,403,2015
91,62dbf9762dd27153fa116541,5,1258,6290
91,62dbf9762dd27153fa11659a,1,1212,1212
91,62dbf9762dd27153fa11654f,1,644,644
92,62dbf9762dd27153fa1165c7,1,433,433
92,62dbf9762dd27153fa11656c,3,1828,5484
92,62dbf9762dd27153fa1165ab,4,174,696
92,62fe9e991045919477a1bcc1,4,552,2208
92,62fe9e991045919477a1bcc5,4,830,3320
93,62dbf9762dd27153fa1165ab,2,174,348
93,62dbf9762dd27153fa116563,1,925,925
93,62dbf9762dd27153fa1165dc,2,1248,2496
93,62dbf9762dd27153fa1165c7,3,433,1299
94,62fe9e991045919477a1bcc7,2,1283,2566
94,62dbf9762dd27153fa11658e,5,406,2030
95,63019af0cfbe57f02aa468fe,5,954,4770
95,62dbf9762dd27153fa11655a,1,912,912
95,62dbf9762dd27153fa116599,1,491,491
95,62dbf9762dd27153fa11658c,5,371,1855
96,63019af0cfbe57f02aa468fb,2,275,550
96,62dbf9762dd27153fa11653e,5,1847,9235
97,62dbf9762dd27153fa1165b5,4,796,3184
98,63019af0cfbe57f02aa468f3,1,1019,1019
99,62dbf9762dd27153fa116556,3,717,2151
99,62dbf9762dd27153fa1165ba,3,1968,5904
99,63019af0cfbe57f02aa468f0,3,1148,3444
100,62dbf9762dd27153fa11658c,3,371,1113
101,62fe9e991045919477a1bccf,4,177,708
102,62dbf9762dd27153fa1165d6,4,1145,4580
102,62dbf9762dd27153fa116593,1,593,593
103,62dbf9762dd27153fa11658c,4,371,1484
103,63019af0cfbe57f02aa468f8,1,888,888
103,62dbf9762dd27153fa1165dd,5,557,2785
104,62dbf9762dd27153fa1165e1,3,345,1035
104,62dbf9762dd27153fa11655c,3,1907,5721
104,62dbf9762dd27153fa116580,1,1927,1927
104,62dbf9762dd27153fa116552,4,255,1020
104,62dbf9762dd27153fa116554,5,529,2645
105,62dbf9762dd27153fa116550,1,1287,1287
105,62fe9e991045919477a1bcca,1,911,911
105,62dbf9762dd27153fa11654d,2,1009,2018
106,62dbf9762dd27153fa11658b,2,1214,2428
106,62dbf9762dd27153fa116546,5,651,3255
106,62fe9e991045919477a1bccb,3,725,2175
107,62dbf9762dd27153fa116568,1,599,599
107,62dbf9762dd27153fa1165b2,4,403,1612
107,62dbf9762dd27153fa116586,4,357,1428
107,62dbf9762dd27153fa11658a,4,1009,4036
108,62dbf9762dd27153fa1165be,4,701,2804
109,62dbf9762dd27153fa1165bb,2,1208,2416
109,62dbf9762dd27153fa1165c4,1,829,829
109,62dbf9762dd27153fa11655f,2,284,568
109,62fe9e991045919477a1bccc,4,848,3392
109,62dbf9762dd27153fa1165ad,2,359,718
110,62dbf9762dd27153fa116596,4,577,2308
110,62dbf9762dd27153fa1165d6,4,1145,4580
110,62dbf9762dd27153fa116537,4,578,2312
110,62dbf9762dd27153fa1165ea,4,436,1744
111,62dbf9762dd27153fa11654a,5,1707,8535
111,62dbf9762dd27153fa116538,4,1185,4740
112,62dbf9762dd27153fa11655e,4,327,1308
112,63019af0cfbe57f02aa468fd,2,1583,3166
112,62dbf9762dd27153fa11657f,2,2069,4138
113,62dbf9762dd27153fa1165ea,3,436,1308
113,62dbf9762dd27153fa11657f,5,2069,10345
113,62dbf9762dd27153fa116562,3,1689,5067
113,62dbf9762dd27153fa1165ee,5,993,4965
114,62dbf9762dd27153fa1165a6,1,784,784
114,63019af0cfbe57f02aa468fe,3,954,2862
115,63019af0cfbe57f02aa468fe,1,954,954
115,62dbf9762dd27153fa1165a4,1,131,131
115,62dbf9762dd27153fa11659d,3,863,2589
116,62dbf9762dd27153fa11653c,1,683,683
116,62dbf9762dd27153fa11654f,5,644,3220
116,62dbf9762dd27153fa116561,2,808,1616
116,62dbf9762dd27153fa1165ec,3,889,2667
116,62dbf9762dd27153fa1165dd,1,557,557
117,62dbf9762dd27153fa116567,5,267,1335
117,62dbf9762dd27153fa1165ee,3,993,2979
117,62dbf9762dd27153fa11657f,4,2069,8276
117,62dbf9762dd27153fa116585,1,483,483
118,63019af0cfbe57f02aa468f7,5,1137,5685
118,62dbf9762dd27153fa116549,5,681,3405
118,62dbf9762dd27153fa1165a0,5,786,3930
118,62dbf9762dd27153fa1165b8,5,137,685
119,62dbf9762dd27153fa11654f,3,644,1932
119,62dbf9762dd27153fa116543,2,1593,3186
119,62dbf9762dd27153fa1165cf,4,940,3760
119,62dbf9762dd27153fa116563,5,925,4625
119,62dbf9762dd27153fa1165c4,3,829,2487
120,62dbf9762dd27153fa116567,4,267,1068
120,62dbf9762dd27153fa1165e4,1,842,842
120,62dbf9762dd27153fa116540,5,621,3105
120,62dbf9762dd27153fa11655e,3,327,981
121,62dbf9762dd27153fa1165db,3,661,1983
121,62dbf9762dd27153fa1165ed,3,1484,4452
122,62dbf9762dd27153fa1165cb,3,414,1242
122,62dbf9762dd27153fa11658a,5,1009,5045
122,62dbf9762dd27153fa116537,3,578,1734
122,62dbf9762dd27153fa116559,5,332,1660
122,62dbf9762dd27153fa116569,4,2002,8008
123,62dbf9762dd27153fa116553,4,273,1092
123,62dbf9762dd27153fa1165dd,4,557,2228
124,62dbf9762dd27153fa116558,4,606,2424
124,62dbf9762dd27153fa1165b6,2,998,1996
124,63019af0cfbe57f02aa468f0,2,1148,2296
125,62fe9e991045919477a1bcd0,5,1959,9795
125,62dbf9762dd27153fa116541,5,1258,6290
126,62dbf9762dd27153fa1165af,2,1038,2076
126,62dbf9762dd27153fa1165a6,2,784,1568
127,62dbf9762dd27153fa1165b9,5,525,2625
127,62dbf9762dd27153fa116538,5,1185,5925
127,62dbf9762dd27153fa1165db,4,661,2644
127,62dbf9762dd27153fa1165c4,4,829,3316
128,63019af0cfbe57f02aa468f3,5,1019,5095
128,62dbf9762dd27153fa116582,3,1592,4776
128,62dbf9762dd27153fa1165ca,2,1406,2812
129,62fe9e991045919477a1bcc9,2,1311,2622
129,63019af0cfbe57f02aa468f1,3,649,1947
129,63019af0cfbe57f02aa468f8,4,888,3552
130,62dbf9762dd27153fa11655a,1,912,912
130,62fe9e991045919477a1bccb,4,725,2900
130,62dbf9762dd27153fa116581,3,78,234
130,62dbf9762dd27153fa116567,2,267,534
131,62dbf9762dd27153fa1165dd,5,557,2785
131,62fe9e991045919477a1bcc2,2,1560,3120
131,62dbf9762dd27153fa1165e5,1,329,329
132,62dbf9762dd27153fa116596,1,577,577
132,62dbf9762dd27153fa116557,1,1517,1517
132,62fe9e991045919477a1bcc4,4,776,3104
133,62dbf9762dd27153fa1165aa,5,361,1805
134,62dbf9762dd27153fa116582,5,1592,7960
135,62dbf9762dd27153fa116537,1,578,578
135,62dbf9762dd27153fa11659e,3,628,1884
135,62dbf9762dd27153fa11658e,5,406,2030
135,62dbf9762dd27153fa116592,3,208,624
136,62dbf9762dd27153fa116549,4,681,2724
136,63019af0cfbe57f02aa468f3,2,1019,2038
136,62fe9e991045919477a1bcc9,2,1311,2622
136,62dbf9762dd27153fa1165a3,3,753,2259
136,62dbf9762dd27153fa116594,4,166,664
137,62fe9e991045919477a1bccd,4,897,3588
138,62dbf9762dd27153fa116547,3,1552,4656
138,62dbf9762dd27153fa11653f,2,614,1228
138,63019af0cfbe57f02aa468fa,3,381,1143
138,62dbf9762dd27153fa116596,2,577,1154
138,62dbf9762dd27153fa1165a9,3,1368,4104
139,62dbf9762dd27153fa1165ad,3,359,1077
139,62dbf9762dd27153fa1165cb,4,414,1656
139,62fe9e991045919477a1bcc9,4,1311,5244
140,62fe9e991045919477a1bcc5,5,830,4150
140,63019af0cfbe57f02aa468f8,5,888,4440
140,62dbf9762dd27153fa116556,3,717,2151
140,62dbf9762dd27153fa11659f,2,448,896
140,62dbf9762dd27153fa11655b,2,925,1850
141,62dbf9762dd27153fa1165cd,2,1525,3050
141,62dbf9762dd27153fa1165a5,5,174,870
141,62dbf9762dd27153fa116553,4,273,1092
141,62dbf9762dd27153fa1165e6,2,1956,3912
142,63019af0cfbe57f02aa468f8,1,888,888
142,62dbf9762dd27153fa1165df,4,774,3096
142,62dbf9762dd27153fa1165df,2,774,1548
143,62dbf9762dd27153fa1165b9,2,525,1050
143,62dbf9762dd27153fa116541,4,1258,5032
143,62dbf9762dd27153fa11659b,2,989,1978
143,62dbf9762dd27153fa1165cd,3,1525,4575
143,63019af0cfbe57f02aa468fa,4,381,1524
144,62dbf9762dd27153fa116586,1,357,357
145,62dbf9762dd27153fa11653c,4,683,2732
145,62dbf9762dd27153fa116551,5,1236,6180
145,63019af0cfbe57f02aa468f4,2,1528,3056
145,63019af0cfbe57f02aa468fa,5,381,1905
146,62dbf9762dd27153fa116556,3,717,2151
146,62dbf9762dd27153fa1165c3,5,1306,6530
146,62dbf9762dd27153fa1165ce,2,870,1740
146,62dbf9762dd27153fa1165f2,4,1590,6360
146,62dbf9762dd27153fa11655e,3,327,981
147,62dbf9762dd27153fa1165e2,3,436,1308
147,62dbf9762dd27153fa11659f,3,448,1344
148,62dbf9762dd27153fa1165e3,1,905,905
149,62dbf9762dd27153fa1165ac,4,1320,5280
149,62dbf9762dd27153fa1165b1,1,214,214
149,62dbf9762dd27153fa1165bd,2,575,1150
149,62dbf9762dd27153fa1165d4,3,800,2400
149,63019af0cfbe57f02aa468f3,2,1019,2038
150,62dbf9762dd27153fa1165e4,2,842,1684
150,62dbf9762dd27153fa1165bf,4,305,1220
150,62dbf9762dd27153fa1165ed,2,1484,2968
150,62dbf9762dd27153fa1165bb,2,1208,2416
151,62dbf9762dd27153fa1165a4,4,131,524
152,62dbf9762dd27153fa116546,1,651,651
152,62dbf9762dd27153fa11658f,4,1169,4676
152,62fe9e991045919477a1bcc7,4,1283,5132
152,62dbf9762dd27153fa1165ce,3,870,2610
152,62dbf9762dd27153fa1165dc,2,1248,2496
153,62dbf9762dd27153fa1165aa,2,361,722
153,63019af0cfbe57f02aa468f1,3,649,1947
153,62dbf9762dd27153fa1165d8,5,179,895
153,62dbf9762dd27153fa1165cc,3,1935,5805
153,62dbf9762dd27153fa1165c9,4,882,3528
154,62dbf9762dd27153fa116568,3,599,1797
154,62dbf9762dd27153fa1165ed,1,1484,1484
154,62dbf9762dd27153fa116547,1,1552,1552
155,62dbf9762dd27153fa1165ee,2,993,1986
155,62dbf9762dd27153fa1165de,1,497,497
156,62dbf9762dd27153fa1165ce,4,870,3480
157,62dbf9762dd27153fa11657d,5,707,3535
157,62dbf9762dd27153fa11658f,3,1169,3507
158,62dbf9762dd27153fa116557,4,1517,6068
159,63019af0cfbe57f02aa468f5,4,698,2792
160,63019af0cfbe57f02aa468f1,5,649,3245
160,62dbf9762dd27153fa116549,3,681,2043
161,62dbf9762dd27153fa116564,3,784,2352
161,62dbf9762dd27153fa116599,2,491,982
161,62dbf9762dd27153fa116587,3,496,1488
161,62dbf9762dd27153fa11655b,2,925,1850
161,62dbf9762dd27153fa1165b8,4,137,548
162,62dbf9762dd27153fa116541,5,1258,6290
163,62dbf9762dd27153fa1165b2,3,403,1209
163,62dbf9762dd27153fa116597,3,823,2469
163,62dbf9762dd27153fa11653b,1,1092,1092
164,63019af0cfbe57f02aa468fb,4,275,1100
164,62dbf9762dd27153fa116589,1,623,623
164,62dbf9762dd27153fa11657f,3,2069,6207
164,62dbf9762dd27153fa11653c,1,683,683
164,62dbf9762dd27153fa1165be,3,701,2103
165,62dbf9762dd27153fa1165e7,1,73,73
165,62dbf9762dd27153fa11658c,4,371,1484
165,63019af0cfbe57f02aa468f9,4,1508,6032
165,62dbf9762dd27153fa1165a0,1,786,786
165,62dbf9762dd27153fa1165ab,3,174,522
166,62dbf9762dd27153fa1165c9,2,882,1764
166,62dbf9762dd27153fa1165d4,5,800,4000
166,62dbf9762dd27153fa1165b4,4,1650,6600
167,62dbf9762dd27153fa116558,4,606,2424
167,62dbf9762dd27153fa1165ad,2,359,718
167,62dbf9762dd27153fa116590,4,1984,7936
167,62dbf9762dd27153fa116581,4,78,312
168,62dbf9762dd27153fa1165eb,2,1081,2162
169,62dbf9762dd27153fa11654b,1,1417,1417
169,62dbf9762dd27153fa116556,5,717,3585
169,62fe9e991045919477a1bcc6,2,1057,2114
169,62dbf9762dd27153fa1165b6,5,998,4990
169,62dbf9762dd27153fa11653e,4,1847,7388
170,62dbf9762dd27153fa116582,2,1592,3184
170,62dbf9762dd27153fa11653b,1,1092,1092
170,63019af0cfbe57f02aa468f0,5,1148,5740
170,62dbf9762dd27153fa1165ba,5,1968,9840
171,62dbf9762dd27153fa1165a4,4,131,524
171,62dbf9762dd27153fa1165ee,5,993,4965
172,62dbf9762dd27153fa116569,4,2002,8008
172,62dbf9762dd27153fa116587,1,496,496
172,63019af0cfbe57f02aa468fe,2,954,1908
172,62dbf9762dd27153fa11658b,3,1214,3642
173,62dbf9762dd27153fa1165a9,2,1368,2736
173,62dbf9762dd27153fa1165a4,1,131,131
173,62dbf9762dd27153fa1165a3,1,753,753
173,62dbf9762dd27153fa1165c1,1,1405,1405
174,62dbf9762dd27153fa1165cc,3,1935,5805
174,62fe9e991045919477a1bcc3,1,1860,1860
174,62dbf9762dd27153fa116560,4,910,3640
175,62dbf9762dd27153fa116556,3,717,2151
175,62dbf9762dd27153fa11657e,1,1121,1121
175,62dbf9762dd27153fa116554,4,529,2116
175,62fe9e991045919477a1bcc9,1,1311,1311
175,62dbf9762dd27153fa1165da,1,241,241
176,62dbf9762dd27153fa11658e,4,406,1624
176,62dbf9762dd27153fa1165af,4,1038,4152
177,62dbf9762dd27153fa1165db,1,661,661
178,62dbf9762dd27153fa1165ca,5,1406,7030
178,62dbf9762dd27153fa11654e,4,446,1784
178,62dbf9762dd27153fa1165a0,5,786,3930
179,62dbf9762dd27153fa116589,5,623,3115
180,62dbf9762dd27153fa1165d9,3,101,303
180,62dbf9762dd27153fa1165c5,1,1581,1581
180,62dbf9762dd27153fa1165a7,5,1058,5290
180,62dbf9762dd27153fa116589,5,623,3115
180,62dbf9762dd27153fa116560,5,910,4550
181,62dbf9762dd27153fa116539,5,1963,9815
181,62dbf9762dd27153fa1165d3,1,1837,1837
181,62dbf9762dd27153fa1165e3,5,905,4525
181,62dbf9762dd27153fa116536,3,383,1149
181,62dbf9762dd27153fa116543,4,1593,6372
182,62dbf9762dd27153fa116546,5,651,3255
182,62dbf9762dd27153fa1165b8,2,137,274
182,62dbf9762dd27153fa1165d9,4,101,404
182,62dbf9762dd27153fa1165b3,5,1432,7160
